Round,Date,Team 1,FT,Team 2
Rodada 36,Sun Dec 1 2019,Atlético MG,2-1,Corinthians SP
Rodada 36,Sun Dec 1 2019,CS Alagoano,1-2,EC Bahia
Rodada 36,Sun Dec 1 2019,Grêmio RS,3-0,São Paulo FC
Rodada 36,Sun Dec 1 2019,Santos SP,2-0,Chapecoense
Rodada 36,Mon Dec 2 2019,CR Vasco da Gama,1-0,Cruzeiro MG
Rodada 37,Wed Dec 4 2019,Atlético PR,1-0,Santos SP
Rodada 37,Wed Dec 4 2019,Atlético MG,2-0,Botafogo RJ
Rodada 37,Wed Dec 4 2019,Ceára SC,0-1,Corinthians SP
Rodada 37,Thu Dec 5 2019,Chapecoense,3-0,CS Alagoano
Rodada 37,Thu Dec 5 2019,São Paulo FC,2-1,Internacional Porto Alegre
Rodada 37,Thu Dec 5 2019,Fluminense RJ,0-0,Fortaleza EC
Rodada 37,Thu Dec 5 2019,Grêmio RS,2-0,Cruzeiro MG
Rodada 37,Thu Dec 5 2019,EC Bahia,1-1,CR Vasco da Gama
Rodada 37,Thu Dec 5 2019,Palmeiras SP,5-1,Goiás EC
Rodada 37,Thu Dec 5 2019,Flamengo RJ,6-1,Avaí FC
Rodada 38,Sun Dec 8 2019,Internacional Porto Alegre,2-1,Atlético MG
Rodada 38,Sun Dec 8 2019,Cruzeiro MG,0-2,Palmeiras SP
Rodada 38,Sun Dec 8 2019,Santos SP,4-0,Flamengo RJ
Rodada 38,Sun Dec 8 2019,Botafogo RJ,1-1,Ceára SC
Rodada 38,Sun Dec 8 2019,CR Vasco da Gama,1-1,Chapecoense
Rodada 38,Sun Dec 8 2019,Corinthians SP,1-2,Fluminense RJ
Rodada 38,Sun Dec 8 2019,Avaí FC,0-0,Atlético PR
Rodada 38,Sun Dec 8 2019,Goiás EC,3-2,Grêmio RS
Rodada 38,Sun Dec 8 2019,Fortaleza EC,2-1,EC Bahia
Rodada 38,Sun Dec 8 2019,CS Alagoano,1-2,São Paulo FC
